raw_affiliation_string;openalex_work_id;openalex_country;openalex_display_name;matched_country
Aix Marseille Université, Inserm, INMED, Turing Center for Living Systems;https://openalex.org/W4205598191;US;Living Systems;FR
Orange Labs, Chatillon, France;https://openalex.org/W2921600487;GB;Orange;FR
“SDM, Cognitive Orchestration, Management and resilience” department, Orange Labs Networks. Châtillon, France;https://openalex.org/W2607083125;GB;Orange;FR
Orange Labs, Chatillion, France;https://openalex.org/W2811086527;GB;Orange;FR
Orange Labs, France;https://openalex.org/W2912672770;GB;Orange;FR
CNR Institute of Molecular Biology and Pathology, P.le Aldo Moro 5, 00185, Rome, Italy;https://openalex.org/W4200352886;DE;Institute of Molecular Biology;IT
[STMicroelectronics, Crolles Cedex, france];https://openalex.org/W2558495935;CH;STMicroelectronics;FR
STMicroelectronics, 850 rue Jean Monnet, F-38926, Crolles Cedex, France;https://openalex.org/W1545718058;GB;STMicroelectronics;FR
Design Enablement Service, STMicroelectronics, Crolles, France;https://openalex.org/W1607405980;CH;STMicroelectronics;FR
[Technology R&D and Microcontrollers and Digital ICs Group, STMicroelectronics, Crolles Cedex, France];https://openalex.org/W3024732947;CH;STMicroelectronics;FR
STMicroelectronics, 850 Rue Jean Monnet, F-38926 Crolles Cedex, France. (e-mail: victor.malherbe.1991@gmail.com);https://openalex.org/W4210747832;GB;STMicroelectronics;FR
Aix Marseille Univ, Institut de recherche pour le développement (IRD), Assistance Publique Hôpitaux de Marseille, Unité Microbes Evolution Phylogenie et Infections (MEPHI);https://openalex.org/W2960469928;BF;Institut de Recherche Pour le Développement;FR
[Magellan, Université Lyon 3, France, Orange Labs, France];https://openalex.org/W2754193225;GB;Orange;FR
Juniorprofessorship for Electromobility, Department of Electrical and Computer Engineering, University of Kaiserslautern, Erwin-Schrödinger-Str. 12, 67663, Germany;https://openalex.org/W2559066530;US;Schrödinger;DE
Thales Communications & Security, Gennevilliers 92230INP-ENSEEIHT, CNRS, IRIT, Toulouse 31000, France;https://openalex.org/W2792184275;US;Thales Communications;FR
Thales Communications & Security, Gennevilliers, France and INP-ENSEEIHT, CNRS, IRIT, Toulouse, France;https://openalex.org/W2885839432;US;Thales Communications;FR
Thales SIX GTS,Gennevilliers,France;https://openalex.org/W4224285256;AU;Thales;FR
Unit of Hygiene and Quality of Poultry & Pork Products, Laboratory of Ploufragan-Plouzané-Niort, French Agency for Food Environmental and Occupational Health & Safety (ANSES), Ploufragan, France;https://openalex.org/W2947800938;AR;ANSES;FR
ANSES, Ploufragan-Plouzané-Niort Laboratory, Hygiene and Quality of Poultry and Pig Products Unit, BP53, 22440 Ploufragan, France.;https://openalex.org/W3024560249;AR;ANSES;FR
Unit of Hygiene and Quality of Poultry and Pork Products, French Agency for Food, Environmental and Occupational Health and Safety (ANSES), Laboratory of Ploufragan-Plouzané-Niort Site BP 53, 22440 Ploufragan, France.;https://openalex.org/W3155531307;AR;ANSES;FR
ANSES, Ploufragan-Plouzané-Niort Laboratory, Hygiene and Quality of Poultry and Pork Products Unit, BP53, 22440 Ploufragan, France.;https://openalex.org/W3023049216;AR;ANSES;FR
ANSES, Hygiene and Quality of Poultry and Pig Products Unit, 22440 Ploufragan, France.;https://openalex.org/W3115403180;AR;ANSES;FR
Anses, Ploufragan-Plouzané-Niort Laboratory, Unit of Hygiene and Quality of Poultry and Pork Products, Ploufragan, France.;https://openalex.org/W3204867158;AR;ANSES;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W2205387317;FR;Camille Jordan Institute;JO
[Nokia Bell-Labs, Nozay, France];https://openalex.org/W2580864287;US;Bell Labs;FR
[Nokia Bell Labs, Centre de Villarceaux, Nozay, France];https://openalex.org/W2296122100;US;Bell Labs;FR
Centre de Villarceaux, Alcatel-Lucent Bell Labs, Nozay, France.;https://openalex.org/W2094822747;US;Bell Labs;FR
ASN/Nokia, 91620 Nozay, France;https://openalex.org/W2981945128;FI;Nokia;FR
Nokia, Route de Villejust, 91620 Nozay, France;https://openalex.org/W2916684418;FI;Nokia;FR
Nokia Bell Labs, France. Route de Villejuste, Nozay, France;https://openalex.org/W2594531511;US;Bell Labs;FR
Nokia, Route de Villejust, Nozay, 91620, France;https://openalex.org/W2970007841;FI;Nokia;FR
Georgia Tech Lorraine [Metz];https://openalex.org/W3107777894;FR;Georgia Tech Lorraine;GE
Univ Bordeaux, Communaute d'Universites et Etablissements d'Aquitaine (ComUE), Centre National de la Recherche Scientifique (CNRS), CNRS - Institute of Chemistry (INC), Bordeaux INP, CNRS, LCPO,UMR 5629;https://openalex.org/W2809913909;MA;Centre National de la Recherche Scientifique;FR
Alcatel-Thalès III¿V Lab, France;https://openalex.org/W2080773060;DE;Alcatel Lucent;FR
ANSES, Agence Nationale de Sécurité Sanitaire de L’alimentation de L’environnement et du Travail, Direction de L’Évaluation des Risques, Unité Évaluation des Substances Chimiques, F-94701 Maisons-Alfort, France;https://openalex.org/W4224999478;AR;ANSES;FR
CNRS, Solvay, LOF, UMR 5258Univ. BordeauxPessacF-33600 France;https://openalex.org/W3173113337;BE;Solvay;FR
IRSTEA, URHBAN, centre d'Antony, 92761 Antony, France;https://openalex.org/W306155199;GB;St Antony's College;FR
Orange Labs, 44 Avenue de le Rpublique, 92320 Chtillon, France#TAB#;https://openalex.org/W2549503394;GB;Orange;FR
Orange Labs, Chatillon, France;https://openalex.org/W2724971796;GB;Orange;FR
Orange Labs., Chatillon, France;https://openalex.org/W2883604812;GB;Orange;FR
[Orange Labs, France];https://openalex.org/W2886783526;GB;Orange;FR
[Orange Labs, Chatillon, France];https://openalex.org/W2613443524;GB;Orange;FR
Institut National des Sciences Appliquées et de Technologie [Tunis];https://openalex.org/W2423419192;FR;Institut national des sciences appliquées;TN
IRISA Lab, LISI Lab and Tunisia Polytechnic School, France;https://openalex.org/W2794758971;TN;Tunisia Polytechnic School;FR
Siemens AG, Digital Factory/Motion Control Clemens-Winkler-Strasse 3, 09116 Chemnitz, Deutschland;https://openalex.org/W2512451976;US;Motion Control;DE
IMT-Atlantique, Lab-STICC, UBL;https://openalex.org/W2896559562;DE;Lantiq;FR
Orange Labs (France);https://openalex.org/W2771318463;GB;Orange;FR
Orange Labs, CNC/NCA, Pierre Marzin, Lannion, France;https://openalex.org/W2793810923;GB;Orange;FR
Chair of Naval Cyber Defense, Brest Cedex 9, France;https://openalex.org/W2949378341;JP;Cyber University;FR
Institut Camille Jordan [Villeurbanne];https://openalex.org/W3012292321;FR;Camille Jordan Institute;JO
Eurofins Analytics France, 9 rue Pierre Adolphe Bobierre, B.P. 42301, F-44323, Nantes, Cedex 3, France;https://openalex.org/W4280520288;LU;Eurofins Scientific;FR
Center for Research & Production of Radioisotope, Nuclear Research Institute, Dalat City, Viet Nam.;https://openalex.org/W2907485090;HU;Institute for Nuclear Research;VN
CNRS, IMFT, Toulouse, 31400, France;https://openalex.org/W2464313943;US;IM Flash Technologies;FR
Toulouse Fluids Mechanisms Institute UMR 5502, Allée du Pr. Camille Soula, Toulouse 31400, France;https://openalex.org/W2889905369;US;IM Flash Technologies;FR
Université Rennes, LTSI, F-35000 Rennes, France. Azm Center for Research in Biotechnology and its Application, EDST, Lebanese University, Tripoli, Lebanon. Faculty of Engineering, CRSI Research Center, Lebanese University, Tripoli, Lebanon.;https://openalex.org/W3103280441;LB;Lebanese University;FR
Orange France,Paris,France;https://openalex.org/W2996108213;GB;Orange;FR
Orange Labs,Paris,France;https://openalex.org/W2990648996;GB;Orange;FR
CEA-LETI, MINATEC Campus, 38054 Grenoble, France;https://openalex.org/W2610424645;GB;Council for the Curriculum, Examinations & Assessment;FR
ANSES, French Agency for Food, Environmental and Occupational Health and Safety, Fougères Laboratory, 10B rue Claude Bourgelat,Fougères Cedex,France;https://openalex.org/W2802534787;AR;ANSES;FR
Unité de Toxicologie des Contaminants, Agence Nationale de Sécurité Sanitaire (ANSES), 10 B rue Claude Bourgelat, 35306 Fougères, France.;https://openalex.org/W3006294727;AR;ANSES;FR
ANSES, French Agency for Food, Environmental and Occupational Health and Safety, Fougères Laboratory, 10B rue Claude Bourgelat, 35306, Fougères Cedex, France.;https://openalex.org/W3006426830;AR;ANSES;FR
ANSES, French Agency for Food, Environmental and Occupational Health & Safety, Fougères Laboratory, Toxicology of Contaminants Unit, 10 B rue Claude Bourgelat, 35306 Fougères, France;https://openalex.org/W2794200026;AR;ANSES;FR
ANSES, French Agency for Food, Environmental and Occupational Health & Safety, Fougères Laboratory, Toxicology of Contaminants Unit, 10B rue C. Bourgelat, 35306 Fougères, France;https://openalex.org/W3118603160;AR;ANSES;FR
Toxicology of Contaminants Unit, Fougères Laboratory, ANSES, French Agency for Food, Environmental and Occupational Health & Safety, 10 B rue Claude Bourgelat - Javené, 35306, Fougères, France.;https://openalex.org/W4280499471;AR;ANSES;FR
Anses Laboratoire de Fougeres;https://openalex.org/W4234154552;AR;ANSES;FR
ONERA, Meudon, France;https://openalex.org/W3121866413;NO;Nera;FR
Toxicology of Contaminants Unit, French Agency for Food, Environmental and Occupational Health and Safety, ANSES, 35300 Fougères, France. jimmy.alarcan@anses.fr.;https://openalex.org/W2790646888;AR;ANSES;FR
Toxicology of Contaminants Unit, French Agency for Food, Environmental and Occupational Health & Safety, ANSES, 35306 Fougères, France. jimmy.alarcan@anses.fr.;https://openalex.org/W2732625631;AR;ANSES;FR
Laboratory for Functional Genomics, Fondation Jean Dausset-CEPH;https://openalex.org/W4296484232;US;Council on Education for Public Health;FR
INSA CVL, LaMé, 3 rue de la Chocolaterie, 41000 Blois, France;https://openalex.org/W3156732770;US;Intelligence and National Security Alliance;FR
Université de Toulouse, Institut de Mécanique des Fluides de Toulouse, UMR 5502, Allée du Pr. Camille Soula, F31400 Toulouse, France;https://openalex.org/W2565451891;US;IM Flash Technologies;FR
IMFT (Institut de Mécanique des Fluides de Toulouse), UMR 5502 CNRS/INPT-UPS,#N#Université de Toulouse, 2 allée du Pr. Camille Soula, Toulouse, France, F-31400;https://openalex.org/W2971123629;US;IM Flash Technologies;FR
University of Bourgogne Franche-Comté, INSERM, EFS BFC, UMR1098, RIGHT Interactions Greffon-Hôte-Tumeur/Ingénierie Cellulaire et Génique, Besançon, France;https://openalex.org/W3111815875;CA;Interac;FR
Ecole normale supérieure, Université PSL;https://openalex.org/W3137908672;BI;École Normale Supérieure;FR
Orange Labs, Cesson-Sévigné, France;https://openalex.org/W2972920474;GB;Orange;FR
Faculty of Electronics and Telecommunications, University of Engineering and Technology (UET), VNU Ha Noi, Viet Nam;https://openalex.org/W1972059409;PK;University of Engineering and Technology Lahore;VN
Charles River Laboratories France Safety Assessment SAS, 69210 Saint-Germain-Nuelles, France.;https://openalex.org/W3200470456;NL;Charles River Laboratories;FR
CEA LIST, Vision and Content Engineering Lab;https://openalex.org/W2575355475;FR;CEA LIST;US
National Observatory for Physical Activity and Sedentary behaviors (ONAPS), Clermont-Ferrand, France.;https://openalex.org/W3127832847;BR;National Observatory;FR
National Observatory for Physical Activity and Sedentary Behaviors (ONAPS), Clermont-Ferrand, France.;https://openalex.org/W3150767848;BR;National Observatory;FR
SLAMcore ltd, London, UK;https://openalex.org/W3194536745;US;AdaCore;GB
Key Laboratory of Quark and Lepton Physics (MOE) and Institute of Particle Physics, CCNU, Wuhan, China;https://openalex.org/W2963211655;CA;Institute of Particle Physics;CN
Université Claude Bernard Lyon 1, UMR 5239 CNRS ENS HCL, Faculté de Médecine Lyon Sud, 165 Chemin du Grand Revoyet, 69921, BP12, Oullins, FRANCE.;https://openalex.org/W1966565971;IN;HCL Technologies;FR
Recherches en Économie Gestion AgroRessources Durabilité Santé- EA 6292;https://openalex.org/W2893818882;NO;Econa;FR
Institute of Cardiometabolism and Nutrition (ICAN), University Pierre et Marie Curie — Paris 6, Paris, France;https://openalex.org/W2077081766;NE;Institute of Chartered Accountants of Nigeria;FR
Institut de cardiométabolisme et nutrition (ICAN), université Pierre-et-Marie-Curie Paris 6, 75013 Paris, France;https://openalex.org/W2000670521;NE;Institute of Chartered Accountants of Nigeria;FR
Department of Advanced Wireless Evolution, Orange Labs, Cesson-Sévigné, France;https://openalex.org/W2859593493;GB;Orange;FR
Orange Labs, Cesson-Sévigné, France;https://openalex.org/W2742457153;GB;Orange;FR
IETR / INSA de Rennes, France;https://openalex.org/W2758131742;US;Intelligence and National Security Alliance;FR
Univ Rennes, INSA Rennes, CNRS, IETR-UMR 6164, Rennes, F-35000;https://openalex.org/W2968996212;US;Intelligence and National Security Alliance;FR
Univ Rennes, INSA Rennes, IETR, CNRS, UMR 6164, Rennes, F-35000;https://openalex.org/W2967845366;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, CNRS UMR 6164, UBL, France;https://openalex.org/W2599077198;US;Intelligence and National Security Alliance;FR
IETR / INSA Rennes, Rennes, France;https://openalex.org/W2310933546;US;Intelligence and National Security Alliance;FR
UBL, INSA Rennes, IETR CNRS UMR, Rennes, 6164, France;https://openalex.org/W2891194119;US;Intelligence and National Security Alliance;FR
UBL, INSA Rennes, IETR CNRS UMR 6164, Rennes, France;https://openalex.org/W2612128003;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, UBL, Rennes, France;https://openalex.org/W2624018299;US;Intelligence and National Security Alliance;FR
[Univ. Rennes, INSA Rennes, CNRS, IETR- UMR 6164, Rennes, France];https://openalex.org/W2904794117;US;Intelligence and National Security Alliance;FR
IETR, INSA Rennes, CNRS UMR, 6164, UEB, France;https://openalex.org/W2588260028;US;Intelligence and National Security Alliance;FR
LGC, Department of Civil Engineering, Djillali Liabès University, Rue Kadi Benkadi, Sidi-Bel-Abbès, 22000, Algeria;https://openalex.org/W2964702953;IT;SIDI;DZ
Univ Lyon;https://openalex.org/W2591036898;US;Lyon College;FR
Technicolor R & I [Cesson Sévigné];https://openalex.org/W2962849264;DE;Technicolor;FR
Normandie University, UNIROUEN, INSA Rouen, CNRS, CORIA, Rouen 76000, France;https://openalex.org/W2811417765;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN, INSA Rouen, CNRS, CORIA, 76000 Rouen (France);https://openalex.org/W3083217354;US;Intelligence and National Security Alliance;FR
Anses, Laboratoire de Sécurité des Aliments, Boulevard du Bassin Napoléon, 62200, Boulogne-sur-Mer, France.;https://openalex.org/W2614664151;AR;ANSES;FR
ANSES, Laboratoire de Sécurité des Aliments, Boulevard du Bassin Napoléon, 62200, Boulogne, France.;https://openalex.org/W2883383882;AR;ANSES;FR
Normandie University UNIROUEN INSA Rouen CNRS GPM Rouen 76000 France;https://openalex.org/W3045126649;US;Intelligence and National Security Alliance;FR
Normandie University, UNIROUEN, INSA Rouen, CNRS, PBS, 76000 Rouen, France;https://openalex.org/W2804766030;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN, INSA Rouen, CNRS, PBS, 76000, Rouen, France.;https://openalex.org/W2912808644;US;Intelligence and National Security Alliance;FR
a Normandie Univ, UNIROUEN, INSA Rouen, CNRS, PBS , 76000 , Rouen , France.;https://openalex.org/W2888385809;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN, INSA Rouen, CNRS, CORIA, 76000 Rouen (France);https://openalex.org/W2809280556;US;Intelligence and National Security Alliance;FR
Normandie Univ, UNIROUEN, INSA Rouen, CNRS, GPM , 76000 Rouen , France.;https://openalex.org/W2902272848;US;Intelligence and National Security Alliance;FR
Centre Henri Becquerel, 1 Rue d'Amiens, 76000, Rouen, France.;https://openalex.org/W3196691945;CN;Chery;FR
